Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr,
47,92,27,92,156,222,27,222,156,-0.0512217,2.13874,-0.676895,0.00586432,1.98968,-0.0379505,-1,-1,-1,-1,-1,0,32,7,32,-41,-23,7,-23,-41,-7.68095e-06,0.0036608,-0.00200453,-9.26881e-05,-0.00287172,-0.000488148,-1,1368,-1819,14,-460,65,128,70.2424,,
46,92,28,92,156,223,28,223,156,-0.0512217,2.13928,-0.677154,0.00586432,1.98947,-0.0379505,-42,-42,-42,-42,-42,0,32,8,32,-41,-22,8,-22,-41,-0.000171114,0.00344555,-0.00169885,-9.90158e-05,-0.00240634,-0.000423132,-42,1287,-1542,15,-385,56,128,69.9214,,
46,92,28,92,156,223,28,223,156,-0.0512217,2.13982,-0.677302,0.00586432,1.98905,-0.0379505,-42,-42,-42,-42,-42,0,32,8,32,-41,-22,8,-22,-41,-0.00017127,0.00344639,-0.00169774,-9.90372e-05,-0.00240828,-0.000423267,-42,1288,-1541,15,-385,56,128,69.9214,,
47,93,28,93,157,223,28,223,157,-0.0512217,2.14054,-0.67756,0.00586432,1.98863,-0.0382019,-34,-34,-34,-34,-34,0,33,8,33,-40,-22,8,-22,-40,-0.000139051,0.00369493,-0.00197045,-9.45425e-05,-0.00279934,-0.000475883,-34,1381,-1788,15,-448,63,129,70.2709,,
46,92,26,92,157,223,26,223,157,-0.0512217,2.14098,-0.677856,0.00586432,1.98821,-0.0382019,-5,-5,-5,-5,-5,0,32,6,32,-40,-22,6,-22,-40,-2.44146e-05,0.00360103,-0.00204549,-8.36981e-05,-0.00297942,-0.000494361,-5,1346,-1856,13,-477,65,129,68.7314,,
46,92,28,92,157,223,28,223,157,-0.0512217,2.14134,-0.67793,0.00586432,1.98758,-0.0382019,-28,-28,-28,-28,-28,0,32,8,32,-40,-22,8,-22,-40,-0.000116964,0.0034558,-0.00176865,-9.63825e-05,-0.00252592,-0.000443803,-28,1291,-1605,15,-404,59,128,69.3397,,
45,92,27,92,157,224,27,224,157,-0.0512217,2.14161,-0.678152,0.00586432,1.98758,-0.0382019,-41,-41,-41,-41,-41,0,32,7,32,-40,-21,7,-21,-40,-0.000167082,0.0033766,-0.00174081,-9.04754e-05,-0.0025134,-0.0004322,-41,1262,-1580,14,-402,57,127,68.3886,,
45,92,27,92,157,224,27,224,157,-0.0512217,2.14224,-0.678447,0.00586432,1.98737,-0.0384532,-41,-41,-41,-41,-41,0,32,7,32,-40,-21,7,-21,-40,-0.000167233,0.00337782,-0.00173969,-9.05716e-05,-0.00251574,-0.000432369,-41,1262,-1579,14,-403,57,128,68.3886,,
45,92,28,92,157,224,28,224,157,-0.0512217,2.14242,-0.678632,0.00586432,1.98716,-0.0384532,-49,-49,-49,-49,-49,0,32,8,32,-40,-21,8,-21,-40,-0.000203428,0.00330852,-0.00161344,-9.67737e-05,-0.00230517,-0.000410141,-49,1236,-1464,15,-369,54,128,68.7168,,
46,92,27,92,158,223,27,223,158,-0.0512217,2.14278,-0.678928,0.00586432,1.98591,-0.0384532,-4,-4,-4,-4,-4,0,32,7,32,-39,-22,7,-22,-39,-1.65672e-05,0.003513,-0.00194625,-8.84435e-05,-0.00282522,-0.00048623,-4,1313,-1766,14,-452,64,128,68.4398,,
46,92,26,92,157,223,26,223,157,-0.0512217,2.14305,-0.679187,0.00586432,1.98549,-0.0384532,-6,-6,-6,-6,-6,0,32,6,32,-40,-22,6,-22,-40,-2.53626e-05,0.00360753,-0.00204103,-8.29261e-05,-0.00299037,-0.000494961,-6,1348,-1852,13,-479,66,128,68.7314,,
46,92,26,92,157,223,26,223,157,-0.0512217,2.14332,-0.679593,0.00586432,1.98507,-0.0387045,-6,-6,-6,-6,-6,0,32,6,32,-40,-22,6,-22,-40,-2.56171e-05,0.00360908,-0.00204053,-8.27221e-05,-0.00299243,-0.000495141,-6,1349,-1852,13,-479,66,130,68.7314,,
43,91,28,91,158,224,28,224,158,-0.0512217,2.1435,-0.679963,0.00586432,1.98486,-0.0387045,-36,-36,-36,-36,-36,0,31,8,31,-39,-21,8,-21,-39,-0.000147102,0.0030434,-0.0014755,-9.19569e-05,-0.00212934,-0.000389018,-36,1137,-1339,14,-341,51,129,67.2086,,
45,92,28,92,159,224,28,224,159,-0.0512217,2.14422,-0.680258,0.00586432,1.98444,-0.0387045,-29,-29,-29,-29,-29,0,32,8,32,-38,-21,8,-21,-38,-0.000120904,0.00331373,-0.00172246,-9.14873e-05,-0.00248523,-0.000441907,-29,1238,-1563,14,-398,58,130,67.5722,,
45,91,27,91,159,223,27,223,159,-0.0512217,2.14448,-0.680517,0.00586432,1.98402,-0.0387045,15,15,15,15,15,0,31,7,31,-38,-22,7,-22,-38,6.46627e-05,0.00325907,-0.00178605,-9.04879e-05,-0.00262167,-0.00047639,15,1218,-1621,14,-420,63,129,66.9403,,
43,91,28,91,159,224,28,224,159,-0.0512217,2.14484,-0.680702,0.00586432,1.98339,-0.0389558,-23,-23,-23,-23,-23,0,31,8,31,-38,-21,8,-21,-38,-9.68926e-05,0.00304012,-0.00152415,-9.09946e-05,-0.00221707,-0.000409322,-23,1136,-1383,14,-355,54,128,66.6333,,
45,91,28,91,159,223,28,223,159,-0.0512217,2.14538,-0.680887,0.00586432,1.98255,-0.0389558,2,2,2,2,2,0,31,8,31,-38,-22,8,-22,-38,8.6932e-06,0.00321266,-0.001673,-9.43834e-05,-0.0024331,-0.000450289,2,1200,-1518,15,-389,60,129,67.2756,,
45,91,28,91,159,223,28,223,159,-0.0512217,2.14574,-0.681072,0.00586432,1.98193,-0.0389558,2,2,2,2,2,0,31,8,31,-38,-22,8,-22,-38,8.50776e-06,0.00321357,-0.00167229,-9.42156e-05,-0.00243472,-0.000450394,2,1201,-1518,15,-390,60,129,67.2756,,
45,91,28,91,159,223,28,223,159,-0.0512217,2.14601,-0.681441,0.00586432,1.9813,-0.0389558,2,2,2,2,2,0,31,8,31,-38,-22,8,-22,-38,8.20595e-06,0.00321496,-0.00167187,-9.39665e-05,-0.00243653,-0.0004506,2,1201,-1517,15,-390,60,128,67.2756,,
43,91,28,91,159,224,28,224,159,-0.0512217,2.14655,-0.681663,0.00565488,1.98067,-0.0389558,-24,-24,-24,-24,-24,0,31,8,31,-38,-21,8,-21,-38,-9.77287e-05,0.00304425,-0.00152116,-9.01611e-05,-0.00222425,-0.00040934,-24,1137,-1380,14,-356,54,127,66.6333,,
45,91,28,91,160,223,28,223,160,-0.0512217,2.14736,-0.681811,0.00544544,1.98025,-0.0392072,17,17,17,17,17,0,31,8,31,-37,-22,8,-22,-37,7.22843e-05,0.00317326,-0.00168755,-9.43369e-05,-0.00247161,-0.000467132,17,1186,-1532,15,-395,62,130,66.7158,,
45,91,28,91,160,223,28,223,160,-0.0512217,2.1479,-0.681922,0.00544544,1.98004,-0.0392072,17,17,17,17,17,0,31,8,31,-37,-22,8,-22,-37,7.24574e-05,0.00317372,-0.00168649,-9.43718e-05,-0.00247312,-0.000466954,17,1186,-1531,15,-396,62,127,66.7158,,
43,91,28,91,160,224,28,224,160,-0.0512217,2.14799,-0.682033,0.00544544,1.97962,-0.0392072,-11,-11,-11,-11,-11,0,31,8,31,-37,-21,8,-21,-37,-4.7109e-05,0.00302329,-0.0015503,-9.00667e-05,-0.00228138,-0.00042655,-11,1130,-1407,14,-365,56,128,66.0681,,
43,91,28,91,161,224,28,224,161,-0.0512217,2.14843,-0.68218,0.00544544,1.97878,-0.0392072,0,0,0,0,0,0,31,8,31,-36,-21,8,-21,-36,3.46883e-06,0.00298529,-0.00156287,-9.08188e-05,-0.00230671,-0.000442123,0,1115,-1418,14,-369,59,129,65.5134,,
43,91,28,91,161,224,28,224,161,-0.0512217,2.1487,-0.682402,0.00544544,1.97858,-0.0392072,0,0,0,0,0,0,31,8,31,-36,-21,8,-21,-36,3.40381e-06,0.00298599,-0.00156245,-9.07622e-05,-0.00230784,-0.000442164,0,1116,-1418,14,-369,59,128,65.5134,,
43,91,28,91,161,224,28,224,161,-0.0512217,2.14888,-0.682661,0.00544544,1.97858,-0.0392072,0,0,0,0,0,0,31,8,31,-36,-21,8,-21,-36,3.37239e-06,0.00298666,-0.00156225,-9.07404e-05,-0.0023087,-0.000442196,0,1116,-1418,14,-369,59,128,65.5134,,
45,91,28,91,161,223,28,223,161,-0.0512217,2.14933,-0.682846,0.00544544,1.97858,-0.0392072,33,33,33,33,33,0,31,8,31,-36,-22,8,-22,-36,0.000135961,0.00311775,-0.00168371,-9.56511e-05,-0.00248095,-0.000482492,33,1165,-1528,15,-397,64,127,66.1665,,
45,91,28,91,161,223,28,223,161,-0.0512217,2.14951,-0.68303,0.00544544,1.97837,-0.0392072,33,33,33,33,33,0,31,8,31,-36,-22,8,-22,-36,0.000135882,0.00311837,-0.00168342,-9.55664e-05,-0.00248187,-0.000482538,33,1165,-1528,15,-397,64,129,66.1665,,
43,91,28,91,161,224,28,224,161,-0.0512217,2.14987,-0.683178,0.00544544,1.97774,-0.0394585,0,0,0,0,0,0,31,8,31,-36,-21,8,-21,-36,3.22625e-06,0.00298857,-0.00156057,-9.05948e-05,-0.0023123,-0.000442259,0,1117,-1416,14,-370,59,128,65.5134,,
43,91,28,91,162,224,28,224,162,-0.0512217,2.15014,-0.683437,0.00544544,1.97753,-0.0394585,13,13,13,13,13,0,31,8,31,-35,-21,8,-21,-35,5.39707e-05,0.00293496,-0.00155609,-9.2266e-05,-0.00230912,-0.000455632,13,1097,-1412,14,-369,60,130,64.9692,,
43,91,28,91,161,224,28,224,161,-0.0512217,2.1505,-0.683659,0.00544544,1.97753,-0.0394585,0,0,0,0,0,0,31,8,31,-36,-21,8,-21,-36,3.20445e-06,0.00298997,-0.00155961,-9.05702e-05,-0.00231465,-0.00044227,0,1117,-1415,14,-370,59,128,65.5134,,
43,91,27,91,162,224,27,224,162,-0.0512217,2.15104,-0.683954,0.00544544,1.97732,-0.0394585,23,23,23,23,23,0,31,7,31,-35,-21,7,-21,-35,9.42733e-05,0.0029859,-0.00165335,-8.79666e-05,-0.00248975,-0.000477747,23,1116,-1500,14,-398,63,128,64.622,,
43,91,27,91,162,224,27,224,162,-0.0512217,2.15131,-0.684028,0.00544544,1.97732,-0.0394585,23,23,23,23,23,0,31,7,31,-35,-21,7,-21,-35,9.44212e-05,0.00298609,-0.00165289,-8.80116e-05,-0.00249039,-0.000477612,23,1116,-1500,14,-398,63,129,64.622,,
42,90,27,90,161,224,27,224,161,-0.0512217,2.1514,-0.684139,0.00544544,1.97711,-0.0394585,17,17,17,17,17,0,30,7,30,-36,-21,7,-21,-36,7.10082e-05,0.00284067,-0.00150536,-8.85887e-05,-0.00227787,-0.000443589,17,1061,-1366,14,-364,59,129,64.2262,,
43,91,27,91,161,224,27,224,161,-0.0512217,2.15185,-0.684287,0.00544544,1.97711,-0.0394585,11,11,11,11,11,0,31,7,31,-36,-21,7,-21,-36,4.48563e-05,0.00304254,-0.00165797,-8.63065e-05,-0.00249989,-0.000464993,11,1137,-1505,13,-400,62,130,65.169,,
42,91,26,91,162,225,26,225,162,-0.0512217,2.15229,-0.684472,0.00544544,1.9769,-0.0394585,0,0,0,0,0,0,31,6,31,-35,-20,6,-20,-35,-2.35329e-06,0.00298028,-0.00166696,-7.75544e-05,-0.00254538,-0.000456879,0,1114,-1513,12,-407,60,129,63.6789,,
42,91,26,91,162,225,26,225,162,-0.0512217,2.15301,-0.684768,0.00544544,1.97669,-0.0394585,0,0,0,0,0,0,31,6,31,-35,-20,6,-20,-35,-2.26478e-06,0.00298129,-0.0016658,-7.76167e-05,-0.00254755,-0.000456803,0,1114,-1512,12,-408,60,126,63.6789,,
42,91,26,91,162,225,26,225,162,-0.0512217,2.15337,-0.685174,0.00544544,1.97648,-0.0394585,0,0,0,0,0,0,31,6,31,-35,-20,6,-20,-35,-2.37672e-06,0.00298249,-0.00166528,-7.75315e-05,-0.00254927,-0.000456888,0,1114,-1511,12,-408,60,128,63.6789,,
42,90,27,90,161,224,27,224,161,-0.0512217,2.154,-0.68547,0.005236,1.97627,-0.0394585,17,17,17,17,17,0,30,7,30,-36,-21,7,-21,-36,7.15412e-05,0.00284444,-0.00150123,-8.8374e-05,-0.00228586,-0.000442497,17,1063,-1362,14,-366,59,130,64.2262,,
42,90,26,90,162,224,26,224,162,-0.0512217,2.15427,-0.685729,0.005236,1.97585,-0.0397098,43,43,43,43,43,0,30,6,30,-35,-21,6,-21,-35,0.000176597,0.00284038,-0.00159962,-8.7006e-05,-0.00247214,-0.000484775,43,1061,-1452,13,-396,64,129,63.364,,
42,91,27,91,161,225,27,225,161,-0.0512217,2.15454,-0.685913,0.005236,1.97543,-0.0397098,-17,-17,-17,-17,-17,0,31,7,31,-36,-20,7,-20,-36,-6.99346e-05,0.00295961,-0.00155093,-8.19159e-05,-0.0023519,-0.000425309,-17,1106,-1407,13,-376,56,129,64.5368,,
42,91,26,91,162,225,26,225,162,-0.0512217,2.15481,-0.686135,0.005236,1.97481,-0.0397098,0,0,0,0,0,0,31,6,31,-35,-20,6,-20,-35,-2.89988e-06,0.00298631,-0.00166281,-7.68677e-05,-0.00255565,-0.000456634,0,1116,-1509,12,-409,60,127,63.6789,,
42,91,26,91,162,225,26,225,162,-0.0512217,2.15499,-0.686357,0.005236,1.9746,-0.0397098,0,0,0,0,0,0,31,6,31,-35,-20,6,-20,-35,-3.00935e-06,0.00298703,-0.00166253,-7.67823e-05,-0.00255664,-0.000456712,0,1116,-1509,12,-409,60,128,63.6789,,
41,90,26,90,162,225,26,225,162,-0.0512217,2.15526,-0.686579,0.005236,1.97397,-0.0399612,10,10,10,10,10,0,30,6,30,-35,-20,6,-20,-35,4.35972e-05,0.00277638,-0.00150693,-8.07642e-05,-0.00233405,-0.000441645,10,1037,-1368,12,-373,58,128,62.7136,,
42,90,27,90,162,224,27,224,162,-0.0512217,2.15579,-0.6868,0.005236,1.97376,-0.0399612,31,31,31,31,31,0,30,7,30,-35,-21,7,-21,-35,0.000128839,0.00279575,-0.0014981,-8.98907e-05,-0.00229661,-0.000459657,31,1045,-1360,14,-367,61,128,63.671,,
41,90,27,90,162,225,27,225,162,-0.0512217,2.15624,-0.686948,0.005236,1.97355,-0.0399612,1,1,1,1,1,0,30,7,30,-35,-20,7,-20,-35,5.87389e-06,0.00272695,-0.00141139,-8.45733e-05,-0.00216134,-0.000418609,1,1019,-1281,13,-346,55,127,63.0238,,
41,90,27,90,162,225,27,225,162,-0.0512217,2.1566,-0.687355,0.005236,1.97355,-0.0399612,1,1,1,1,1,0,30,7,30,-35,-20,7,-20,-35,5.85899e-06,0.00272793,-0.00141097,-8.45618e-05,-0.00216273,-0.000418629,1,1019,-1280,13,-346,55,129,63.0238,,
41,90,27,90,162,225,27,225,162,-0.0512217,2.15696,-0.687429,0.005236,1.97313,-0.0399612,1,1,1,1,1,0,30,7,30,-35,-20,7,-20,-35,5.80894e-06,0.00272837,-0.00141034,-8.4506e-05,-0.0021638,-0.00041864,1,1019,-1280,13,-346,55,130,63.0238,,
41,90,26,90,162,225,26,225,162,-0.0512217,2.15768,-0.687613,0.005236,1.97313,-0.0399612,10,10,10,10,10,0,30,6,30,-35,-20,6,-20,-35,4.40344e-05,0.00277948,-0.00150315,-8.0838e-05,-0.00234093,-0.000441193,10,1039,-1364,12,-375,58,129,62.7136,,
41,90,26,90,162,225,26,225,162,-0.0512217,2.15795,-0.687724,0.005236,1.97292,-0.0399612,10,10,10,10,10,0,30,6,30,-35,-20,6,-20,-35,4.40311e-05,0.00277989,-0.00150271,-8.08091e-05,-0.00234179,-0.000441178,10,1039,-1364,12,-375,58,128,62.7136,,
41,90,26,90,163,225,26,225,163,-0.0512217,2.15804,-0.687835,0.005236,1.97271,-0.0399612,22,22,22,22,22,0,30,6,30,-34,-20,6,-20,-34,8.98816e-05,0.00272856,-0.00149668,-8.26463e-05,-0.00233487,-0.000453974,22,1019,-1358,13,-374,60,129,62.1611,,
40,90,26,90,162,226,26,226,162,-0.0512217,2.15813,-0.687909,0.005236,1.9725,-0.0399612,-15,-15,-15,-15,-15,0,30,6,30,-35,-19,6,-19,-35,-6.23995e-05,0.00269565,-0.00140711,-7.61192e-05,-0.00219089,-0.000401302,-15,1007,-1277,12,-350,53,128,62.0886,,
40,90,26,90,162,226,26,226,162,-0.0512217,2.15822,-0.688094,0.005236,1.97229,-0.0399612,-15,-15,-15,-15,-15,0,30,6,30,-35,-19,6,-19,-35,-6.25088e-05,0.00269619,-0.00140701,-7.60272e-05,-0.00219153,-0.000401379,-15,1007,-1277,12,-351,53,127,62.0886,,
40,90,26,90,162,226,26,226,162,-0.0512217,2.15831,-0.688242,0.005236,1.97208,-0.0399612,-15,-15,-15,-15,-15,0,30,6,30,-35,-19,6,-19,-35,-6.26056e-05,0.00269665,-0.00140689,-7.59456e-05,-0.00219211,-0.000401446,-15,1008,-1277,12,-351,53,129,62.0886,,
41,90,26,90,162,225,26,225,162,-0.0512217,2.15858,-0.68839,0.005236,1.97166,-0.0399612,10,10,10,10,10,0,30,6,30,-35,-20,6,-20,-35,4.34839e-05,0.00278231,-0.00150169,-8.03744e-05,-0.00234523,-0.00044155,10,1040,-1363,12,-375,58,128,62.7136,,
41,90,26,90,163,225,26,225,163,-0.0512217,2.15912,-0.688537,0.005236,1.97124,-0.0399612,21,21,21,21,21,0,30,6,30,-34,-20,6,-20,-34,8.94843e-05,0.00273119,-0.0014949,-8.22281e-05,-0.00233928,-0.000454185,21,1020,-1357,13,-374,60,129,62.1611,,
40,89,27,89,162,225,27,225,162,-0.0512217,2.1593,-0.688722,0.005236,1.97104,-0.0399612,5,5,5,5,5,0,29,7,29,-35,-20,7,-20,-35,2.21211e-05,0.00255402,-0.00127569,-8.48041e-05,-0.00197468,-0.000395627,5,954,-1158,13,-316,52,128,62.0806,,
40,89,27,89,162,225,27,225,162,-0.0512217,2.1601,-0.68887,0.005236,1.97062,-0.0399612,5,5,5,5,5,0,29,7,29,-35,-20,7,-20,-35,2.22459e-05,0.00255458,-0.0012744,-8.48412e-05,-0.00197654,-0.000395482,5,954,-1156,13,-316,52,126,62.0806,,
39,89,27,89,162,226,27,226,162,-0.0512217,2.16136,-0.688981,0.005236,1.97041,-0.0402125,-17,-17,-17,-17,-17,0,29,7,29,-35,-19,7,-19,-35,-7.22595e-05,0.00246975,-0.00118558,-8.05344e-05,-0.0018358,-0.000357657,-17,923,-1076,12,-294,47,128,61.4492,,
40,89,26,89,163,225,26,225,163,-0.0512217,2.16181,-0.689092,0.005236,1.96978,-0.0402125,30,30,30,30,30,0,29,6,29,-34,-20,6,-20,-34,0.000123657,0.00254383,-0.00135372,-8.52118e-05,-0.00214391,-0.000437509,30,950,-1228,13,-343,58,130,61.2046,,
40,89,25,89,162,225,25,225,162,-0.0512217,2.16181,-0.689351,0.005236,1.96936,-0.0402125,28,28,28,28,28,0,29,5,29,-35,-20,5,-20,-35,0.000114315,0.00264417,-0.00144845,-7.94847e-05,-0.0023218,-0.000446891,28,988,-1314,12,-371,59,129,61.498,,
40,89,25,89,162,225,25,225,162,-0.0512217,2.1619,-0.689461,0.005236,1.96936,-0.0404638,28,28,28,28,28,0,29,5,29,-35,-20,5,-20,-35,0.000114324,0.00264442,-0.00144834,-7.94734e-05,-0.00232215,-0.000446881,28,988,-1314,12,-372,59,129,61.498,,
38,88,26,88,163,226,26,226,163,-0.0512217,2.16217,-0.689646,0.005236,1.96915,-0.0404638,6,6,6,6,6,0,28,6,28,-34,-19,6,-19,-34,2.54596e-05,0.00230971,-0.00115157,-7.98368e-05,-0.0018266,-0.000374649,6,863,-1045,12,-292,50,131,59.6154,,
38,88,26,88,164,226,26,226,164,-0.0512217,2.1628,-0.68972,0.005236,1.96894,-0.0404638,18,18,18,18,18,0,28,6,28,-33,-19,6,-19,-33,7.61475e-05,0.00226543,-0.00115147,-8.28262e-05,-0.00183393,-0.00039269,18,846,-1045,13,-293,52,130,59.0508,,
38,88,25,88,163,226,25,226,163,-0.0512217,2.16298,-0.689831,0.005236,1.96873,-0.0404638,16,16,16,16,16,0,28,5,28,-34,-19,5,-19,-34,6.86848e-05,0.00234883,-0.00122789,-7.81826e-05,-0.00198424,-0.000400297,16,878,-1114,12,-317,53,128,59.338,,
38,88,26,88,162,226,26,226,162,-0.0512217,2.16307,-0.689905,0.005236,1.9681,-0.0404638,-6,-6,-6,-6,-6,0,28,6,28,-35,-19,6,-19,-35,-2.53445e-05,0.0023414,-0.00113472,-7.74573e-05,-0.00179717,-0.000354492,-6,875,-1030,12,-287,47,128,60.1914,,
38,89,25,89,164,227,25,227,164,-0.0512217,2.16333,-0.689979,0.005236,1.96768,-0.0404638,-5,-5,-5,-5,-5,0,29,5,29,-33,-18,5,-18,-33,-2.24193e-05,0.00241762,-0.00127621,-7.1557e-05,-0.00205328,-0.00039011,-5,903,-1158,11,-328,52,131,59.1101,,
38,89,25,89,164,227,25,227,164,-0.0512217,2.16387,-0.690127,0.005236,1.96768,-0.0404638,-5,-5,-5,-5,-5,0,29,5,29,-33,-18,5,-18,-33,-2.23021e-05,0.00241799,-0.0012755,-7.16712e-05,-0.00205436,-0.000390023,-5,903,-1157,11,-329,52,130,59.1101,,
38,88,26,88,163,226,26,226,163,-0.0512217,2.16504,-0.690496,0.005236,1.96748,-0.0404638,6,6,6,6,6,0,28,6,28,-34,-19,6,-19,-34,2.57166e-05,0.00231221,-0.00114753,-7.98224e-05,-0.00183314,-0.000374288,6,864,-1041,12,-293,49,127,59.6154,,
38,88,25,88,164,226,25,226,164,-0.0512217,2.16531,-0.690829,0.005236,1.96748,-0.0404638,29,29,29,29,29,0,28,5,28,-33,-19,5,-19,-33,0.000118447,0.0023059,-0.001224,-8.08748e-05,-0.0019932,-0.000417133,29,861,-1111,12,-319,55,129,58.7707,,
37,88,25,88,164,227,25,227,164,-0.0512217,2.16531,-0.691014,0.005236,1.96748,-0.0404638,3,3,3,3,3,0,28,5,28,-33,-18,5,-18,-33,1.22498e-05,0.00224229,-0.00114991,-7.43866e-05,-0.00186743,-0.000374943,3,838,-1043,11,-299,50,126,58.1378,,
38,88,25,88,164,226,25,226,164,-0.0512217,2.16531,-0.691236,0.005236,1.96664,-0.0407151,28,28,28,28,28,0,28,5,28,-33,-19,5,-19,-33,0.000117812,0.0023073,-0.00122405,-8.05358e-05,-0.00199456,-0.000417644,28,862,-1111,12,-319,55,131,58.7707,,
38,88,25,88,164,226,25,226,164,-0.0512217,2.16531,-0.691457,0.005236,1.96622,-0.0407151,28,28,28,28,28,0,28,5,28,-33,-19,5,-19,-33,0.000117486,0.00230805,-0.00122408,-8.03612e-05,-0.00199527,-0.000417907,28,862,-1111,12,-319,55,130,58.7707,,
37,88,25,88,163,227,25,227,163,-0.0512217,2.16585,-0.691642,0.005236,1.96601,-0.0409665,-6,-6,-6,-6,-6,0,28,5,28,-34,-18,5,-18,-34,-2.81728e-05,0.00227416,-0.00113944,-7.22086e-05,-0.00184928,-0.000359486,-6,850,-1034,11,-296,47,129,58.7112,,
36,87,25,87,164,227,25,227,164,-0.0512217,2.16692,-0.691827,0.005236,1.96601,-0.0409665,7,7,7,7,7,0,27,5,27,-33,-18,5,-18,-33,2.85632e-05,0.00208441,-0.00103442,-7.48999e-05,-0.00169203,-0.000354734,7,779,-939,11,-271,47,129,57.1839,,
37,88,25,88,165,227,25,227,165,-0.0512217,2.16737,-0.691938,0.005236,1.9658,-0.0409665,12,12,12,12,12,0,28,5,28,-32,-18,5,-18,-32,5.22026e-05,0.00220167,-0.00114315,-7.65614e-05,-0.00186909,-0.00038885,12,823,-1037,12,-299,51,128,57.576,,
35,87,25,87,164,228,25,228,164,-0.0512217,2.16746,-0.692049,0.005236,1.96538,-0.0409665,-12,-12,-12,-12,-12,0,27,5,27,-33,-17,5,-17,-33,-5.28918e-05,0.00200739,-0.00095878,-6.917e-05,-0.00156169,-0.000315836,-12,750,-870,11,-250,42,129,56.5685,,
37,88,24,88,163,227,24,227,163,-0.0512217,2.16746,-0.692233,0.005236,1.96371,-0.0409665,0,0,0,0,0,0,28,4,28,-34,-18,4,-18,-34,3.88403e-06,0.00232848,-0.001221,-6.89979e-05,-0.00202258,-0.000383139,0,870,-1108,11,-324,51,128,58.4808,,
37,88,24,88,163,227,24,227,163,-0.0512217,2.16791,-0.692418,0.005236,1.9635,-0.0412178,0,0,0,0,0,0,28,4,28,-34,-18,4,-18,-34,3.90756e-06,0.002329,-0.00122041,-6.90051e-05,-0.00202368,-0.000383109,0,870,-1107,11,-324,51,128,58.4808,,
36,87,25,87,165,227,25,227,165,-0.0512217,2.1689,-0.692603,0.005236,1.9635,-0.0412178,18,18,18,18,18,0,27,5,27,-32,-18,5,-18,-32,7.47615e-05,0.00204604,-0.00103245,-7.75978e-05,-0.00170324,-0.000373247,18,764,-937,12,-272,49,127,56.6127,,
36,87,25,87,164,227,25,227,164,-0.0512217,2.16899,-0.692714,0.005236,1.96329,-0.0412178,6,6,6,6,6,0,27,5,27,-33,-18,5,-18,-33,2.80941e-05,0.00208725,-0.00103178,-7.44205e-05,-0.0016975,-0.000354948,6,780,-936,11,-271,47,128,57.1839,,
35,87,25,87,164,228,25,228,164,-0.0512217,2.16908,-0.692862,0.005236,1.96329,-0.0412178,-13,-13,-13,-13,-13,0,27,5,27,-33,-17,5,-17,-33,-5.3364e-05,0.00200972,-0.000956906,-6.8858e-05,-0.0015659,-0.00031614,-13,751,-868,11,-250,42,130,56.5685,,
35,87,25,87,164,228,25,228,164,-0.0512217,2.16908,-0.69301,0.00502656,1.96308,-0.0414691,-13,-13,-13,-13,-13,0,27,5,27,-33,-17,5,-17,-33,-5.34552e-05,0.00201008,-0.000956961,-6.86351e-05,-0.00156627,-0.000315849,-13,751,-868,10,-250,42,128,56.5685,,
35,87,25,87,163,228,25,228,163,-0.0512217,2.16926,-0.693157,0.00502656,1.96308,-0.0414691,-22,-22,-22,-22,-22,0,27,5,27,-34,-17,5,-17,-34,-9.08389e-05,0.00202298,-0.000932927,-6.72912e-05,-0.0015189,-0.000297341,-22,756,-846,10,-243,39,128,57.1577,,
34,86,25,86,164,228,25,228,164,-0.0512217,2.16953,-0.693305,0.00502656,1.96287,-0.0414691,-12,-12,-12,-12,-12,0,26,5,26,-33,-17,5,-17,-33,-5.07575e-05,0.00186778,-0.000855895,-6.70072e-05,-0.00139932,-0.000289083,-12,698,-777,10,-224,38,128,55.6237,,
35,87,25,87,165,228,25,228,165,-0.0512217,2.16971,-0.693453,0.00502656,1.96287,-0.0414691,-3,-3,-3,-3,-3,0,27,5,27,-32,-17,5,-17,-32,-1.59671e-05,0.00198494,-0.000966635,-7.06612e-05,-0.00159085,-0.000332588,-3,741,-877,11,-254,44,127,55.9911,,
35,87,25,87,165,228,25,228,165,-0.0512217,2.16998,-0.693564,0.00502656,1.96287,-0.0414691,-3,-3,-3,-3,-3,0,27,5,27,-32,-17,5,-17,-32,-1.59265e-05,0.00198515,-0.000966341,-7.07004e-05,-0.00159135,-0.000332557,-3,742,-877,11,-254,44,130,55.9911,,
34,86,25,86,165,229,25,229,165,-0.0512217,2.17025,-0.693675,0.00502656,1.96266,-0.0419718,-19,-19,-19,-19,-19,0,26,5,26,-32,-16,5,-16,-32,-7.80871e-05,0.00181773,-0.000824053,-6.54002e-05,-0.00134096,-0.000277643,-19,679,-748,10,-214,37,130,54.4334,,
